prompt,model,model_id,diagnosis,inferred_diagnosis,pair_context,template,image_path,reference_image_paths,ssim,color_similarity,shape_similarity,performance
"Gnenerate a dermoscopic skin lesion of a single benign keratosis, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,bkl,bkl,bkl then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_028.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_028_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_028_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_028_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_028_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_028_4.png']",0.34437287665133404,0.03210960243882561,0.018097666897917496,"{'total_time_seconds': 1118.5297985076904, 'seconds_per_image': 559.2648992538452, 'avg_power_watts': 60.13401940755873, 'peak_power_watts': 65.7, 'total_energy_wh': 18.68380350316506, 'energy_per_image_wh': 9.34190175158253}"
"Gnenerate a dermoscopic skin lesion of a single dermatofibroma, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,df,df,bkl then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_029.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_029_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_029_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_029_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_029_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_029_4.png']",0.13985293870858947,0.0,0.03710110173284202,"{'total_time_seconds': 1118.5297985076904, 'seconds_per_image': 559.2648992538452, 'avg_power_watts': 60.13401940755873, 'peak_power_watts': 65.7, 'total_energy_wh': 18.68380350316506, 'energy_per_image_wh': 9.34190175158253}"
"Gnenerate a dermoscopic skin lesion of a single basal cell carcinoma, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,bcc,bcc,bcc then akiec,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_030.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_030_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_030_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_030_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_030_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_030_4.png']",0.4559730368659574,0.0,0.01663265776345193,"{'total_time_seconds': 1191.5424058437347, 'seconds_per_image': 595.7712029218674, 'avg_power_watts': 59.7111793136781, 'peak_power_watts': 65.66, 'total_energy_wh': 19.76344507088518, 'energy_per_image_wh': 9.88172253544259}"
"Gnenerate a dermoscopic skin lesion of a single actinic keratosis, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,akiec,akiec,bcc then akiec,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_031.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_031_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_031_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_031_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_031_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_031_4.png']",0.5658037795289766,0.0,0.020854374459005107,"{'total_time_seconds': 1191.5424058437347, 'seconds_per_image': 595.7712029218674, 'avg_power_watts': 59.7111793136781, 'peak_power_watts': 65.66, 'total_energy_wh': 19.76344507088518, 'energy_per_image_wh': 9.88172253544259}"
"Gnenerate a dermoscopic skin lesion of a single basal cell carcinoma, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,bcc,bcc,bcc then vasc,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_032.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_032_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_032_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_032_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_032_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_032_4.png']",0.6108265361367861,0.19681112848421445,0.04390885613395764,"{'total_time_seconds': 1028.8831069469452, 'seconds_per_image': 514.4415534734726, 'avg_power_watts': 60.42537904124861, 'peak_power_watts': 67.42, 'total_energy_wh': 17.269625479557416, 'energy_per_image_wh': 8.634812739778708}"
"Gnenerate a dermoscopic skin lesion of a single vascular lesion, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,vasc,vasc,bcc then vasc,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_033.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_033_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_033_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_033_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_033_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_033_4.png']",0.3207122279224872,0.0,0.01526645085721055,"{'total_time_seconds': 1028.8831069469452, 'seconds_per_image': 514.4415534734726, 'avg_power_watts': 60.42537904124861, 'peak_power_watts': 67.42, 'total_energy_wh': 17.269625479557416, 'energy_per_image_wh': 8.634812739778708}"
"Gnenerate a dermoscopic skin lesion of a single basal cell carcinoma, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,bcc,bcc,bcc then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_034.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_034_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_034_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_034_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_034_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_034_4.png']",0.41267101630392167,0.0,0.046866970015643536,"{'total_time_seconds': 1111.8451080322266, 'seconds_per_image': 555.9225540161133, 'avg_power_watts': 60.29632413087934, 'peak_power_watts': 62.28, 'total_energy_wh': 18.62227028256769, 'energy_per_image_wh': 9.311135141283845}"
"Gnenerate a dermoscopic skin lesion of a single dermatofibroma, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,df,df,bcc then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_035.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_035_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_035_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_035_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_035_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_035_4.png']",0.31411471183417194,0.0,0.023037907707410286,"{'total_time_seconds': 1111.8451080322266, 'seconds_per_image': 555.9225540161133, 'avg_power_watts': 60.29632413087934, 'peak_power_watts': 62.28, 'total_energy_wh': 18.62227028256769, 'energy_per_image_wh': 9.311135141283845}"
"Gnenerate a dermoscopic skin lesion of a single actinic keratosis, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,akiec,akiec,akiec then vasc,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_036.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_036_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_036_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_036_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_036_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_036_4.png']",0.4679795769022956,0.0,0.019127742811744654,"{'total_time_seconds': 1124.5564959049225, 'seconds_per_image': 562.2782479524612, 'avg_power_watts': 59.64630445925167, 'peak_power_watts': 63.15, 'total_energy_wh': 18.63212198232617, 'energy_per_image_wh': 9.316060991163084}"
"Gnenerate a dermoscopic skin lesion of a single vascular lesion, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,vasc,vasc,akiec then vasc,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_037.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_037_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_037_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_037_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_037_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_037_4.png']",0.40570841297083593,0.0,0.028166249079349347,"{'total_time_seconds': 1124.5564959049225, 'seconds_per_image': 562.2782479524612, 'avg_power_watts': 59.64630445925167, 'peak_power_watts': 63.15, 'total_energy_wh': 18.63212198232617, 'energy_per_image_wh': 9.316060991163084}"
"Gnenerate a dermoscopic skin lesion of a single actinic keratosis, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,akiec,akiec,akiec then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_038.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_038_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_038_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_038_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_038_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_038_4.png']",0.5503837382585463,0.5025572027450889,0.16581423970980716,"{'total_time_seconds': 939.0664029121399, 'seconds_per_image': 469.53320145606995, 'avg_power_watts': 60.358817401960785, 'peak_power_watts': 67.18, 'total_energy_wh': 15.744704872691665, 'energy_per_image_wh': 7.872352436345833}"
"Gnenerate a dermoscopic skin lesion of a single dermatofibroma, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,df,df,akiec then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_039.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_039_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_039_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_039_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_039_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_039_4.png']",0.3774460229541609,0.00528530914762703,0.06612115656821209,"{'total_time_seconds': 939.0664029121399, 'seconds_per_image': 469.53320145606995, 'avg_power_watts': 60.358817401960785, 'peak_power_watts': 67.18, 'total_energy_wh': 15.744704872691665, 'energy_per_image_wh': 7.872352436345833}"
"Gnenerate a dermoscopic skin lesion of a single vascular lesion, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,vasc,vasc,vasc then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_040.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_040_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_040_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_040_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_040_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_040_4.png']",0.06335987160053565,0.11645587082642077,0.018587292651153067,"{'total_time_seconds': 1100.7792024612427, 'seconds_per_image': 550.3896012306213, 'avg_power_watts': 60.365218068535825, 'peak_power_watts': 66.27, 'total_energy_wh': 18.45799350052274, 'energy_per_image_wh': 9.22899675026137}"
"Gnenerate a dermoscopic skin lesion of a single dermatofibroma, extreme close-up macro, ISIC-style, skin only, no body parts, lesion visible, clinical lighting, sharp focus, clinical photo",sd3.5,stabilityai/stable-diffusion-3.5-large,df,df,vasc then df,template_1,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_041.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_041_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_041_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_041_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_041_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_041_4.png']",0.398792196338038,0.0,0.017177185847960835,"{'total_time_seconds': 1100.7792024612427, 'seconds_per_image': 550.3896012306213, 'avg_power_watts': 60.365218068535825, 'peak_power_watts': 66.27, 'total_energy_wh': 18.45799350052274, 'energy_per_image_wh': 9.22899675026137}"
"ultra photorealistic ISIC-style dermoscopic close-up photograph of a single melanocytic nevus skin lesion on real human skin, taken with a contact polarized dermatoscope using immersion fluid, lesion occupying about one third of the frame on a light pink skin background, full lesion visible and slightly off-center, fine body hairs crossing the lesion and surrounding skin, subtle surface reflections from the dermatoscope contact plate, even soft clinical lighting with no harsh shadows, razor-sharp focus over the entire lesion, natural skin texture and pores clearly visible, realistic color range from light pink to dark brown and black, irregular pigment network and internal structures clearly defined, unedited hospital dermatology research image, no artistic style, no filters, clear skin, no hairs",sd3.5,stabilityai/stable-diffusion-3.5-large,nv,nv,nv then mel,template_2,C:\Users\Victor\Desktop\University\Master\Semester 1\Synthetic Data Generation for Skin Cancer Detection\POC\synthetic-data-gen\logs\experiments\experiment_2_20251220_042000\images\image_042.png,"['C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_042_0.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_042_1.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_042_2.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_042_3.png', 'C:\\Users\\Victor\\Desktop\\University\\Master\\Semester 1\\Synthetic Data Generation for Skin Cancer Detection\\POC\\synthetic-data-gen\\logs\\experiments\\experiment_2_20251220_042000\\images\\ref_042_4.png']",0.44662006428652895,0.22004286832419934,0.013139876397418853,"{'total_time_seconds': 909.6810989379883, 'seconds_per_image': 454.84054946899414, 'avg_power_watts': 59.74630476190476, 'peak_power_watts': 62.81, 'total_energy_wh': 15.097245603692635, 'energy_per_image_wh': 7.548622801846317}"
